siman|seif|text
סימן ו - קצת דיני ברכות ודיני ברוך הוא וברוך שמו ואמן ובו י"א סעיפים:|א|קודם שיברך איזו ברכה צריך הוא לדעת איזו ברכה שהוא צריך לברך, כדי שבשעה שהוא מזכיר את השם יתברך שהוא עקר הברכה, ידע מה שיסים. ואסור לעשות שום דבר בשעה שהוא מברך. ולא יברך במהירות, אלא יכון פרוש המלות (סימן ה' לצ"א ובחיי"א). וזה לשון ספר חסידים, כשהוא נוטל ידיו או שמברך על הפרות או על המצוות השגורות בפי כל אדם, יכון לבו לברך בשם בוראו אשר הפליא חסדו עמו ונתן לו הפרות או הלחם להנות מהם וצוהו על המצוה, ולא יעשה כאדם העושה דבר במנהג ומוציא דברים מפיו בלא הגיון הלב. ועל דבר זה חרה אף ה' ושלח לנו ביד ישעיהו ואמר, יען כי נגש העם הזה בפיו ובשפתיו כבדוני ולבו רחק ממני ותהי יראתם אותי מצות אנשים מלומדה. אמר הקדוש ברוך הוא לישעיה, ראה מעשה בני כי אינו אלא לפנים, ומחזיקים בו כאדם שמחזיק ונוהג מנהג אבותיו בידו, באים בביתי ומתפללים לפני תפילות הקבועות כמנהג אבותיהם לא בלב שלם. הם מנקים את ידיהם ומברכים על נטילת ידים ובוצעים ומברכים ברכת המוציא, שותים ומברכים כמו שהדבר שגור בפיהם, אף בעת שהם מברכים אינם מתכונים לברכני. לכן על כן חרה אפו ונשבע בשמו הגדול לאבד חכמת חכמיו היודעים אותו ומברכים אותו במנהג ולא בכונה, דכתיב בתרה, לכן הנני יוסף גו', ואבדה חכמת חכמיו גו', לפיכך הזהירו חכמים על הדבר ואמרו, עשה דברים לשם פועלם וכו', עד כאן לשונו, וראוי לאדם שירגיל את עצמו לומר הברכות בקול רם, כי הקול מעורר את הכונה (של"ה).
סימן ו - קצת דיני ברכות ודיני ברוך הוא וברוך שמו ואמן ובו י"א סעיפים:|ב|כשהוא מברך, יהא פיו נקי מן הרוק, וגם שאר דבר לא יהא בתוך פיו, שנאמר, ימלא פי תהלתך.
סימן ו - קצת דיני ברכות ודיני ברוך הוא וברוך שמו ואמן ובו י"א סעיפים:|ג|אסור להוציא שם שמים לבטלה. וכל המוציא שם שמים לבטלה, עובר על מצות עשה, דכתיב, את ה' אלוהיך תירא, וכתיב, אם לא תשמור וגו', ליראה את השם הנכבד והנורא. וזהו מכלל היראה שלא להזכיר שמו הגדול כי אם בדרך שבח וברכה במה שהוא מחויב או בדרך למוד, ויירא ויזדעזעו אבריו בשעה שהוא מזכיר את השם יתברך שמו, אבל לא להוציאו חס ושלום לבטלה. ולא שם המיוחד בלבד, אלא כל השמות המיוחדים לשמו יתברך. ולא לבד בלשון הקודש אסור, אלא אפלו בכל לשון, אסור. והמקלל את חברו או את עצמו בשמו יתברך או בכנוי (כנוי הוא מה שמשבחין בו הקדוש ברוך הוא, כמו הגדול, הגבור, והנורא, הנאמן, האדיר והחזק, והאמיץ, העזוז, חנון ורחום, קנא, ארך אפים, ורב חסד), בכל לשון, חיב מלקות. ובעונותינו הרבים רוב המוני עם אינם נזהרים ואומרים בלשון אשכנז, גאט זאל איהם שטראפין וכדומה, ועוברים בזה על לאו של תורה. ואם קלל בלא שם ובלא כנוי או שהיתה הקללה באה מכלל הדברים, כגון שאמר, אל יהי פלוני ברוך לה' וכדומה, אף על פי שאינו חיב מלקות, אסורא מיהו אכא (חוה"מ סימן כז). וכן אסור לכתוב בשום מכתב שמו יתברך בכל לשון. ורבים טועים וכותבים שמו יתברך בלשון אשכנז, או שכותבים תבת אדיע, והוא לשון צרפת, ובאורו, עם ה', והוא אסור גמור, כי לאחר זמן יתגלגל המכתב באשפה, ודבר זה גורם עניות בישוראל מה ששם שמים מצוי, ומכל שכן בבזיון חס ושלום, וצריכים התחכמות והתאמצות לבטל זאת (אורים שם). כשבא לו רוק בתוך פיו, ירוק תחלה ואחר כך יאמר את השם, ולא שיאמר את השם ואחר כך ירוק. וכן כשמנשק את הספר, ירוק תחלה ולא אחר כך. כשרוצה להזכיר את השם, יאמר תבת השם, ולא כמו שטועים ההמון ואומרים אדושם, כי אין זה דרך כבוד של מעלה.
סימן ו - קצת דיני ברכות ודיני ברוך הוא וברוך שמו ואמן ובו י"א סעיפים:|ד|צריכים לזהר שלא לברך חס ושלום ברכה לבטלה, או לגרום לעצמו לברך ברכה שאינה צריכה. ואם נכשל וברך ברכה לבטלה, וכן בענין אחר אם נכשל והוציא שם שמים לבטלה, יאמר אחריה, ברוך שם כבוד מלכותו לעולם ועד. ואם מיד לאחר שהזכיר את השם נזכר שאינו צריך לברך, יסים, למדני חוקיך, שזהו פסוק שלם, והוי כמו למוד ולא לבטלה. ואם התחיל גם תבת אלוהינו ונזכר מיד לאחר שאמר אלוהי ולא גמר לומר נו, יסים ויאמר, ישוראל אבינו מעולם ועד עולם (שזהו גם כן לשון הפסוק בדברי הימים א כט). ומכל מקום יאמר גם בזה, ברוך שם כבוד מלכותו לעולם ועד (צל"ח ברכות דף לח).
סימן ו - קצת דיני ברכות ודיני ברוך הוא וברוך שמו ואמן ובו י"א סעיפים:|ה|ברך על המים ושמע שיש מת בשכונה והמנהג הוא לשפוך המים שבשכונת המת (כדלקמן סימן קצד) מפני הסכנה מכל מקום כיון שברך ישתה מעט שלא תהא ברכתו לבטלה. ואל ידאג מפני הסכנה, כי שומר מצוה לא ידע דבר רע (עין לקמן סימן קט ס"ט). ולאחר ששתה מעט, ישפוך השאר (ר"ו).
סימן ו - קצת דיני ברכות ודיני ברוך הוא וברוך שמו ואמן ובו י"א סעיפים:|ו|כל הברכות (חוץ מברכת המזון שיבאר אי"ה בסימן מד סעיף יא) אם נסתפק בהן אם אמרן או לא אמרן אינו חוזר ומברך (סימן רט).
סימן ו - קצת דיני ברכות ודיני ברוך הוא וברוך שמו ואמן ובו י"א סעיפים:|ז|חיב אדם לברך בכל יום מאה ברכות לפחות. ודוד המלך תקן זאת. רמז לדבר, ונאום הגבר הוקם על. על בגימטריא ק'. וסמך מן התורה, ועתה ישוראל מה ה' אלוהיך שואל מעמך כי אם ליראה את ה' וגו', אל תקרי מה אלא מאה, הן מאה ברכות שהן ליראה את ה' ולאהבה אותו ולזכרו תמיד על ידי הברכות שמברכים. הקללות שבמשנה תורה הן צ"ח, וכתיב, גם כל חלי וכל מכה, הרי ק'. וק' ברכות שאנו מברכים בכל יום מגנות עלינו להנצל מהן. ובשבת ויום טוב וכן בתענית שחסר מן מאה ברכות, משלימים במה שמכונים לברכות השליח צבור בחזרת התפלות וברכות הקוראים בתורה והמפטירים ועונים אחריהם אמן, וגם בברכות הנהנים (סימן מו).
סימן ו - קצת דיני ברכות ודיני ברוך הוא וברוך שמו ואמן ובו י"א סעיפים:|ח|כל ברכה שאדם שומע מחברו, כששומע אמרו, ברוך אתה ה', הוא אומר, ברוך הוא וברוך שמו. וכשגומר את הברכה, צריך לומר אמן. ופרוש אמן הוא אמת. ויכון בלבו, אמת היא הברכה שברך המברך ואני מאמין בזה ובברכות שיש בהן גם כן תפלה, כגון בברכות שמונה עשרה מן אתה חונן עד המחזיר שכינתו לציון, ובברכת שים שלום, יכון באמירת אמן לשני דברים, אמת היא הברכה, ויהי רצון שיאמנו הדברים במהרה. ובקדיש שאינו אלא תפלה על העתיד, יכון רק לבקשה שיאמן הדבר במהרה.
סימן ו - קצת דיני ברכות ודיני ברוך הוא וברוך שמו ואמן ובו י"א סעיפים:|ט|אם השומע הוא עומד במקום שאסור לו להפסיק, לא יאמר ברוך הוא וברוך שמו. וכן אם הוא שומע ברכה שגם הוא צריך לצאת בברכה זאת שתהא נחשבת לו כאלו אמרה בעצמו, כגון ברכות השופר וברכות המגלה, לא יאמר, ברוך הוא וברוך שמו, משום דזה הוי הפסק באמצע הברכה (דגול מרבבה סימן קכד). ולענין ענית אמן אם הוא עומד במקום שאינו רשאי להפסיק, יבאר אם ירצה השם לקמן במקומו (בסימן יד ובסימן טז).
סימן ו - קצת דיני ברכות ודיני ברוך הוא וברוך שמו ואמן ובו י"א סעיפים:|י|צריך לזהר מאוד שיאמר תבת אמן כתקונו, שלא יחטוף האלף ולא יבליע הנו"ן. גם יזהר מאוד שלא יענה אמן קודם שסים המברך כל הברכה, כי זהו אמן חטופה. וגם לא יאחר מלענות אמן שזהו אמן יתומה, אלא תכף כשמסים המברך את הברכה, יענה אמן. ולא יגביה קולו יותר מן המברך, שנאמר, גדלו לה' אתי ונרוממה שמו יחדו (קכד).
סימן ו - קצת דיני ברכות ודיני ברוך הוא וברוך שמו ואמן ובו י"א סעיפים:|יא|אין עונים אמן על ברכת עצמו (מלבד בברכת המזון לאחר בונה ירושלים). ואפלו מסים ברכה אחת בשוה עם השליח צבור, לא יענה. אבל אם הוא ברך ברכה אחרת והשליח צבור ברכה וסימו בשוה, עונה אמן על ברכת השליח צבור. ואם סים ברכת ישתבח או ברכת שומר עמו ישוראל לעד או ברכת יהללוך שלאחר הלל בשוה עם השליח צבור, עונה גם כן אמן (כיון דהרבה פוסקים סבירי להו דאפלו לאחר עצמו עונה באלו אמן) (נ"א).
